Remove syringe                                          Install Guidewire          3:20:34               3:20:34
Guidewire install                                       Install Guidewire          3:20:37               3:21:50
Remove trocar                                           Install Guidewire          3:21:56               3:22:06
Check wire in short axis                                Install Guidewire          3:22:14               3:22:23
Check wire in long axis                                 Install Guidewire          3:22:25               3:22:33
Wire in good position                                   Install Guidewire          3:22:36               3:22:36
Widen pathway                                            Install Catheter          3:22:44               3:23:17
Advance catheter                                         Install Catheter          3:23:23               3:25:51
Check wire in short axis                                Install Guidewire          3:26:08               3:26:13
Check wire in long axis                                 Install Guidewire          3:26:14               3:26:57
Remove guidewire                                         Install Catheter          3:27:01               3:27:01
Position probe                                     Ultrasound Preparation          3:27:30               3:27:30
Puncture                                                  Venous puncture          3:27:48               3:28:57
Blood return                                              Venous puncture          3:28:59               3:28:59
Drop probe                                              Install Guidewire          3:29:01               3:29:01
Remove syringe                                          Install Guidewire          3:29:04               3:29:04
Guidewire install                                       Install Guidewire          3:29:08               3:29:28
Check wire in short axis                                Install Guidewire          3:29:30               3:29:32
Check wire in long axis                                 Install Guidewire          3:29:34               3:30:10
Remove trocar                                           Install Guidewire          3:30:18               3:30:21
Check wire in long axis                                 Install Guidewire          3:30:25               3:31:04
Check wire in short axis                                Install Guidewire          3:31:14               3:31:51
Check wire in long axis                                 Install Guidewire          3:31:54               3:32:01
Advance catheter                                         Install Catheter          3:32:27               3:33:41
Check wire in short axis                                Install Guidewire          3:33:45               3:33:59
Check wire in long axis                                 Install Guidewire          3:34:00               3:34:01
Advance catheter                                         Install Catheter          3:34:06               3:34:14
Remove guidewire                                         Install Catheter          3:34:15               3:34:15
Check flow and reflow                                    Install Catheter          3:34:22               3:34:37
 
Repeated Activity:    Ultrasound configuration                  2
Repeated Activity:    Position probe                            4
Repeated Activity:    Puncture                                  4
Repeated Activity:    Blood return                              4
Repeated Activity:    Drop probe                                4
Repeated Activity:    Guidewire install                         3
Repeated Activity:    Remove syringe                            2
Repeated Activity:    Remove trocar                             2
Repeated Activity:    Check wire in short axis                  5
Repeated Activity:    Check wire in long axis                   6
Repeated Activity:    Advance catheter                          3
Repeated Activity:    Remove guidewire                          2
 
 
                          Case 1539316889981 (Pre)                               Start Time             End Time
 
                  Preparation Activities not included
Ultrasound configuration                           Ultrasound Preparation          3:02:12               3:02:55
Position patient                                        Locate Structures          3:03:22               3:03:29
Anesthetize                                               Venous puncture          3:08:13               3:08:18
Gel in probe                                       Ultrasound Preparation          3:10:20               3:10:28
Cover probe                                        Ultrasound Preparation          3:10:42               3:13:30
Put sterile gel                                    Ultrasound Preparation          3:13:47               3:13:55
Anesthetize                                               Venous puncture          3:16:06               3:16:11
Put sterile gel                                    Ultrasound Preparation          3:17:17               3:17:21
Position probe                                     Ultrasound Preparation          3:17:33               3:17:33
Anatomic identification                                 Locate Structures          3:17:43               3:17:43
Ultrasound configuration                           Ultrasound Preparation          3:17:47               3:18:46
Anatomic identification                                 Locate Structures          3:18:48               3:19:10
Compression identification                              Locate Structures          3:19:11               3:19:21
Doppler identification                                  Locate Structures          3:19:22               3:19:44
Puncture                                                  Venous puncture          3:20:33               3:21:38
Blood return                                              Venous puncture          3:21:39               3:21:39
Drop probe                                              Install Guidewire          3:21:41               3:21:41
Remove syringe                                          Install Guidewire          3:21:45               3:21:45
Guidewire install                                       Install Guidewire          3:21:52               3:22:54
Remove trocar                                           Install Guidewire          3:22:55               3:22:55
Widen pathway                                            Install Catheter          3:23:07               3:23:29
Advance catheter                                         Install Catheter          3:23:32               3:24:37
Remove guidewire                                         Install Catheter          3:24:34               3:24:34
Check flow and reflow                                    Install Catheter          3:24:52               3:25:48
Position probe                                     Ultrasound Preparation          3:26:04               3:26:04
Anatomic identification                                 Locate Structures          3:26:15               3:26:15
Puncture                                                  Venous puncture          3:26:47               3:27:29
Blood return                                              Venous puncture          3:27:30               3:27:30
Drop probe                                              Install Guidewire          3:27:32               3:27:32
Remove syringe                                          Install Guidewire          3:27:44               3:27:44
Guidewire install                                       Install Guidewire          3:27:45               3:29:47
Remove trocar                                           Install Guidewire          3:29:49               3:29:49
Check wire in short axis                                Install Guidewire          3:29:58               3:30:05
Check wire in long axis                                 Install Guidewire          3:30:06               3:30:50
Widen pathway                                            Install Catheter          3:31:19               3:31:22
Advance catheter                                         Install Catheter          4:31:23               4:33:26
 
Repeated Activity:    Ultrasound configuration                  2
Repeated Activity:    Anesthetize                               2
Repeated Activity:    Put sterile gel                           2
Repeated Activity:    Position probe                            2
Repeated Activity:    Anatomic identification                   3
Repeated Activity:    Puncture                                  2
Repeated Activity:    Blood return                              2
Repeated Activity:    Drop probe                                2
Repeated Activity:    Remove syringe                            2
Repeated Activity:    Guidewire install                         2
Repeated Activity:    Remove trocar                             2
Repeated Activity:    Widen pathway                             2
Repeated Activity:    Advance catheter                          2
 
 
                          Case 1539734942389 (Pre)                               Start Time             End Time
 
                  Preparation Activities not included
Cover probe                                        Ultrasound Preparation          23:09:18             23:10:20
Gel in probe                                       Ultrasound Preparation          23:09:35             23:09:50
Ultrasound configuration                           Ultrasound Preparation          23:11:51             23:12:26
Put sterile gel                                    Ultrasound Preparation          23:12:28             23:12:34
Position probe                                     Ultrasound Preparation          23:12:50             23:12:50
Anatomic identification                                 Locate Structures          23:13:03             23:13:03
Ultrasound configuration                           Ultrasound Preparation          23:13:15             23:13:21
Compression identification                              Locate Structures          23:13:30             23:13:30
Position probe                                     Ultrasound Preparation          0:15:28               0:15:28
Anesthetize                                               Venous puncture          0:15:45               0:15:50
Puncture                                                  Venous puncture          0:16:08               0:16:55
Blood return                                              Venous puncture          0:16:56               0:16:56
Drop probe                                              Install Guidewire          0:16:58               0:16:58
Remove syringe                                          Install Guidewire          0:17:02               0:17:20
Check wire in short axis                                Install Guidewire          0:17:27               0:17:36
Check wire in long axis                                 Install Guidewire          0:17:38               0:17:43
Guidewire install                                       Install Guidewire          0:17:55               0:18:54
Blood return                                              Venous puncture          0:18:58               0:19:23
Guidewire install                                       Install Guidewire          0:19:26               0:19:54
Check wire in short axis                                Install Guidewire          0:19:48               0:19:48
Remove trocar                                           Install Guidewire          0:19:58               0:20:02
Check wire in short axis                                Install Guidewire          0:20:06               0:20:16
Check wire in long axis                                 Install Guidewire          0:20:17               0:20:40
Widen pathway                                            Install Catheter          0:20:47               0:20:53
Advance catheter                                         Install Catheter          0:20:55               0:22:26
Remove guidewire                                         Install Catheter          0:22:31               0:22:57
Check flow and reflow                                    Install Catheter          0:23:01               0:23:14
Check catheter position                                  Install Catheter          0:23:16               0:23:16
 
Repeated Activity:    Ultrasound configuration                  2
Repeated Activity:    Position probe                            2
Repeated Activity:    Blood return                              2
Repeated Activity:    Check wire in short axis                  3
Repeated Activity:    Check wire in long axis                   2
Repeated Activity:    Guidewire install                         2
 
 
                          Case 1539737717686 (Pre)                               Start Time             End Time
 
                  Preparation Activities not included
Position patient                                        Locate Structures          0:01:05               0:01:08
Anesthetize                                               Venous puncture          0:09:11               0:09:23
Cover probe                                        Ultrasound Preparation          0:09:54               0:11:52
Gel in probe                                       Ultrasound Preparation          0:10:30               0:10:34
Put sterile gel                                    Ultrasound Preparation          0:12:19               0:12:25
Anatomic identification                                 Locate Structures          0:13:19               0:13:34
Ultrasound configuration                           Ultrasound Preparation          0:15:07               0:16:00
Compression identification                              Locate Structures          0:15:57               0:15:57
Put sterile gel                                    Ultrasound Preparation          0:16:23               0:16:26
Puncture                                                  Venous puncture          0:18:31               0:21:01
Blood return                                              Venous puncture          0:21:02               0:21:05
Drop probe                                              Install Guidewire          0:21:09               0:21:09
Remove syringe                                          Install Guidewire          0:21:14               0:21:14
Guidewire install                                       Install Guidewire          0:21:20               0:21:41
Blood return                                              Venous puncture          0:21:43               0:21:52
Puncture                                                  Venous puncture          0:21:54               0:22:34
Blood return                                              Venous puncture          0:22:36               0:22:36
Drop probe                                              Install Guidewire          0:22:39               0:22:39
Remove syringe                                          Install Guidewire          0:22:42               0:22:42
Guidewire install                                       Install Guidewire          0:22:44               0:23:21
Check wire in short axis                                Install Guidewire          0:23:25               0:23:25
Check wire in long axis                                 Install Guidewire          0:23:29               0:24:09
Remove trocar                                           Install Guidewire          0:24:19               0:24:24
Widen pathway                                            Install Catheter          0:24:31               0:24:52
Advance catheter                                         Install Catheter          0:24:56               0:26:03
Remove guidewire                                         Install Catheter          0:26:50               0:27:07
 
Repeated Activity:    Put sterile gel                           2
Repeated Activity:    Puncture                                  2
Repeated Activity:    Blood return                              3
Repeated Activity:    Drop probe                                2
Repeated Activity:    Remove syringe                            2
Repeated Activity:    Guidewire install                         2
 
 
                          Case 1539739275781 (Pre)                               Start Time             End Time
 
                  Preparation Activities not included
Ultrasound configuration                           Ultrasound Preparation          1:01:45               1:02:42
Anatomic identification                                 Locate Structures          1:02:13               1:02:16
Compression identification                              Locate Structures          1:02:21               1:02:24
Cover probe                                        Ultrasound Preparation          1:10:06               1:12:33
Put sterile gel                                    Ultrasound Preparation          1:13:18               1:13:25
Position probe                                     Ultrasound Preparation          1:13:31               1:13:31
Anatomic identification                                 Locate Structures          1:13:36               1:13:36
Compression identification                              Locate Structures          1:13:44               1:13:44
Puncture                                                  Venous puncture          1:14:07               1:15:33
Puncture                                                  Venous puncture          1:15:40               1:16:37
Puncture                                                  Venous puncture          1:16:40               1:17:04
Blood return                                              Venous puncture          1:17:05               1:17:05
Drop probe                                              Install Guidewire          1:17:09               1:17:09
Remove syringe                                          Install Guidewire          1:17:10               1:17:10
Guidewire install                                       Install Guidewire          1:17:14               1:17:14
Check wire in short axis                                Install Guidewire          1:17:43               1:17:43
Check wire in long axis                                 Install Guidewire          1:17:57               1:17:57
Puncture                                                  Venous puncture          1:18:13               1:18:44
Drop probe                                              Install Guidewire          1:18:48               1:18:48
Remove syringe                                          Install Guidewire          1:18:49               1:18:49
Guidewire install                                       Install Guidewire          1:18:53               1:20:13
Check wire in long axis                                 Install Guidewire          1:19:15               1:19:15
Check wire in long axis                                 Install Guidewire          1:19:40               1:20:03
Wire in good position                                   Install Guidewire          1:20:04               1:20:04
Check wire in long axis                                 Install Guidewire          1:20:15               1:20:18
Remove trocar                                           Install Guidewire          1:20:24               1:20:34
Advance catheter                                         Install Catheter          1:20:47               1:21:12
Widen pathway                                            Install Catheter          1:21:18               1:21:58
Advance catheter                                         Install Catheter          1:22:06               1:22:40
Remove guidewire                                         Install Catheter          1:22:42               1:22:45
Check flow and reflow                                    Install Catheter          1:22:54               1:23:10
Check catheter position                                  Install Catheter          1:23:11               1:23:11
 
Repeated Activity:    Anatomic identification                   2
Repeated Activity:    Compression identification                2
Repeated Activity:    Puncture                                  4
Repeated Activity:    Drop probe                                2
Repeated Activity:    Remove syringe                            2
Repeated Activity:    Guidewire install                         2
Repeated Activity:    Check wire in long axis                   4
Repeated Activity:    Advance catheter                          2
 
 
                          Case 1539740347920 (Pre)                               Start Time             End Time
 
                  Preparation Activities not included
Position patient                                        Locate Structures          1:00:26               1:00:29
Ultrasound configuration                           Ultrasound Preparation          1:00:38               1:01:27
Gel in probe                                       Ultrasound Preparation          1:01:24               1:01:24
Cover probe                                        Ultrasound Preparation          1:04:50               1:06:41
Put sterile gel                                    Ultrasound Preparation          1:06:50               1:06:58
Position probe                                     Ultrasound Preparation          1:07:01               1:07:06
Anatomic identification                                 Locate Structures          1:07:10               1:07:10
Compression identification                              Locate Structures          1:07:17               1:07:17
Ultrasound configuration                           Ultrasound Preparation          1:07:58               1:08:13
Anesthetize                                               Venous puncture          1:10:35               1:10:53
Puncture                                                  Venous puncture          1:11:22               1:12:39
Blood return                                              Venous puncture          1:12:42               1:12:42
Drop probe                                              Install Guidewire          1:12:46               1:12:46
Remove syringe                                          Install Guidewire          1:12:47               1:12:47
Guidewire install                                       Install Guidewire          1:12:55               1:13:31
Remove trocar                                           Install Guidewire          1:13:34               1:13:39
Check wire in short axis                                Install Guidewire          1:13:43               1:13:47
Check wire in long axis                                 Install Guidewire          1:13:49               1:14:15
Widen pathway                                            Install Catheter          1:14:24               1:14:43
Advance catheter                                         Install Catheter          1:14:47               1:15:44
Remove guidewire                                         Install Catheter          1:15:45               1:15:49
Check flow and reflow                                    Install Catheter          1:15:51               1:16:15
Check catheter position                                  Install Catheter          1:16:17               1:16:17
 
Repeated Activity:    Ultrasound configuration                  2
 
 
                          Case 1539831132678 (Pre)                               Start Time             End Time
 
                  Preparation Activities not included
Gel in probe                                       Ultrasound Preparation          2:07:27               2:07:31
Cover probe                                        Ultrasound Preparation          2:07:37               2:10:04
Ultrasound configuration                           Ultrasound Preparation          2:10:14               2:10:53
Put sterile gel                                    Ultrasound Preparation          2:10:55               2:11:03
Position probe                                     Ultrasound Preparation          2:11:12               2:11:12
Anatomic identification                                 Locate Structures          2:11:19               2:11:19
Compression identification                              Locate Structures          2:11:26               2:11:26
Doppler identification                                  Locate Structures          2:11:41               2:11:41
Anesthetize                                               Venous puncture          2:12:49               2:12:55
Puncture                                                  Venous puncture          2:13:25               2:18:06
Blood return                                              Venous puncture          2:18:08               2:18:08
Drop probe                                              Install Guidewire          2:18:12               2:18:12
Remove syringe                                          Install Guidewire          2:18:17               2:18:17
Guidewire install                                       Install Guidewire          2:18:22               2:19:18
Remove trocar                                           Install Guidewire          2:19:21               2:19:27
Widen pathway                                            Install Catheter          2:19:34               2:20:17
Advance catheter                                         Install Catheter          2:20:31               2:21:46
Remove guidewire                                         Install Catheter          2:21:49               2:21:55
Check flow and reflow                                    Install Catheter          2:22:01               2:22:47
Check catheter position                                  Install Catheter          2:23:38               2:23:38
 
 
 
                          Case 1539832275246 (Pre)                               Start Time             End Time
 
                  Preparation Activities not included
Cover probe                                        Ultrasound Preparation          3:03:46               3:05:09
Gel in probe                                       Ultrasound Preparation          3:04:34               3:04:38
Put sterile gel                                    Ultrasound Preparation          3:05:25               3:05:47
Ultrasound configuration                           Ultrasound Preparation          3:06:06               3:07:04
Position probe                                     Ultrasound Preparation          3:06:49               3:06:49
Anatomic identification                                 Locate Structures          3:06:54               3:06:54
Ultrasound configuration                           Ultrasound Preparation          3:08:07               3:08:17
Compression identification                              Locate Structures          3:09:03               3:09:03
Puncture                                                  Venous puncture          3:09:45               3:10:04
Blood return                                              Venous puncture          3:10:06               3:10:06
Drop probe                                              Install Guidewire          3:10:12               3:10:12
Remove syringe                                          Install Guidewire          3:10:17               3:10:17
Guidewire install                                       Install Guidewire          3:10:20               3:10:52
Remove trocar                                           Install Guidewire          3:10:54               3:10:54
Widen pathway                                            Install Catheter          3:11:06               3:11:24
Advance catheter                                         Install Catheter          3:11:34               3:12:32
Puncture                                                  Venous puncture          3:12:53               3:13:19
Blood return                                              Venous puncture          3:13:20               3:13:20
Drop probe                                              Install Guidewire          3:13:30               3:13:30
Remove syringe                                          Install Guidewire          3:13:44               3:13:44
Guidewire install                                       Install Guidewire          3:13:56               3:14:55
Check wire in short axis                                Install Guidewire          3:14:25               3:14:25
Check wire in long axis                                 Install Guidewire          3:14:31               3:14:31
Remove trocar                                           Install Guidewire          3:15:02               3:15:02
Widen pathway                                            Install Catheter          3:15:08               3:15:20
Advance catheter                                         Install Catheter          3:15:21               3:16:02
Remove guidewire                                         Install Catheter          3:16:03               3:16:06
Check flow and reflow                                    Install Catheter          3:16:08               3:16:34
Check catheter position                                  Install Catheter          3:16:41               3:16:41
 
Repeated Activity:    Ultrasound configuration                  2
Repeated Activity:    Puncture                                  2
Repeated Activity:    Blood return                              2
Repeated Activity:    Drop probe                                2
Repeated Activity:    Remove syringe                            2
Repeated Activity:    Guidewire install                         2
Repeated Activity:    Remove trocar                             2
Repeated Activity:    Widen pathway                             2
Repeated Activity:    Advance catheter                          2
 
 
                          Case 1547683734202 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Gel in probe                                       Ultrasound Preparation          1:08:22               1:08:32
Cover probe                                        Ultrasound Preparation          1:08:41               1:09:15
Put sterile gel                                    Ultrasound Preparation          1:09:18               1:09:27
Position probe                                     Ultrasound Preparation          1:09:29               1:09:40
Ultrasound configuration                           Ultrasound Preparation          1:09:48               1:09:57
Anatomic identification                                 Locate Structures          1:10:27               1:10:27
Compression identification                              Locate Structures          1:10:32               1:10:41
Doppler identification                                  Locate Structures          1:11:04               1:11:25
Anesthetize                                               Venous puncture          1:11:40               1:11:48
Puncture                                                  Venous puncture          1:12:16               1:12:40
Blood return                                              Venous puncture          1:12:38               1:12:46
Drop probe                                              Install Guidewire          1:12:48               1:12:48
Remove syringe                                          Install Guidewire          1:13:15               1:13:18
Guidewire install                                       Install Guidewire          1:13:19               1:13:40
Remove trocar                                           Install Guidewire          1:13:45               1:13:51
Check wire in short axis                                Install Guidewire          1:13:52               1:13:57
Check wire in long axis                                 Install Guidewire          1:14:00               1:14:09
Wire in good position                                   Install Guidewire          1:14:10               1:14:10
Advance catheter                                         Install Catheter          1:14:22               1:15:00
Remove guidewire                                         Install Catheter          1:15:01               1:15:03
Check flow and reflow                                    Install Catheter          1:15:07               1:15:15
Check catheter position                                  Install Catheter          1:15:21               1:15:21
 
 
 
                          Case 1547722738650 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Ultrasound configuration                           Ultrasound Preparation          1:01:13               1:03:13
Anatomic identification                                 Locate Structures          1:02:51               1:02:51
Compression identification                              Locate Structures          1:02:52               1:02:52
Doppler identification                                  Locate Structures          1:03:06               1:03:27
Gel in probe                                       Ultrasound Preparation          1:08:23               1:08:29
Cover probe                                        Ultrasound Preparation          1:08:32               1:09:12
Put sterile gel                                    Ultrasound Preparation          1:09:57               1:10:23
Anesthetize                                               Venous puncture          1:10:25               1:10:32
Position probe                                     Ultrasound Preparation          1:11:31               1:11:41
Puncture                                                  Venous puncture          1:11:46               1:12:05
Blood return                                              Venous puncture          1:12:05               1:12:06
Drop probe                                              Install Guidewire          1:12:08               1:12:08
Remove syringe                                          Install Guidewire          1:12:13               1:12:25
Guidewire install                                       Install Guidewire          1:12:28               1:12:46
Remove trocar                                           Install Guidewire          1:12:47               1:12:51
Check wire in short axis                                Install Guidewire          1:12:53               1:13:03
Check wire in long axis                                 Install Guidewire          1:13:04               1:13:06
Wire in good position                                   Install Guidewire          1:13:07               1:13:07
Widen pathway                                            Install Catheter          1:13:11               1:13:30
Advance catheter                                         Install Catheter          1:13:34               1:16:25
Check wire in long axis                                 Install Guidewire          1:15:13               1:15:23
Remove guidewire                                         Install Catheter          1:16:22               1:16:31
Check flow and reflow                                    Install Catheter          1:16:35               1:17:32
Check catheter position                                  Install Catheter          1:17:35               1:17:35
 
Repeated Activity:    Check wire in long axis                   2
 
 
                          Case 1547693943698 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Cover probe                                        Ultrasound Preparation          1:07:12               1:09:17
Gel in probe                                       Ultrasound Preparation          1:08:17               1:08:32
Put sterile gel                                    Ultrasound Preparation          1:09:25               1:09:31
Position probe                                     Ultrasound Preparation          1:10:08               1:10:26
Ultrasound configuration                           Ultrasound Preparation          1:10:35               1:11:20
Compression identification                              Locate Structures          1:11:02               1:11:02
Doppler identification                                  Locate Structures          1:11:03               1:11:03
Anatomic identification                                 Locate Structures          1:11:25               1:11:25
Anesthetize                                               Venous puncture          1:11:30               1:11:33
Puncture                                                  Venous puncture          1:11:41               1:12:06
Blood return                                              Venous puncture          1:12:10               1:12:10
Drop probe                                              Install Guidewire          1:12:12               1:12:12
Remove syringe                                          Install Guidewire          1:12:15               1:12:15
Guidewire install                                       Install Guidewire          1:12:18               1:13:03
Remove trocar                                           Install Guidewire          1:13:05               1:13:08
Check wire in short axis                                Install Guidewire          1:13:14               1:13:25
Check wire in long axis                                 Install Guidewire          1:13:26               1:13:38
Wire in good position                                   Install Guidewire          1:13:40               1:13:40
Widen pathway                                            Install Catheter          1:13:51               1:14:09
Advance catheter                                         Install Catheter          1:14:13               1:15:14
Remove guidewire                                         Install Catheter          1:15:16               1:15:53
Check flow and reflow                                    Install Catheter          1:15:59               1:16:16
Check catheter position                                  Install Catheter          1:16:18               1:16:18
 
 
 
                          Case 1547915248799 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Ultrasound configuration                           Ultrasound Preparation          1:01:26               1:02:13
Anatomic identification                                 Locate Structures          1:02:10               1:02:10
Gel in probe                                       Ultrasound Preparation          1:02:19               1:02:19
Cover probe                                        Ultrasound Preparation          1:08:22               1:09:27
Put sterile gel                                    Ultrasound Preparation          1:09:32               1:10:02
Position probe                                     Ultrasound Preparation          1:10:03               1:10:07
Position probe                                     Ultrasound Preparation          1:11:27               1:11:30
Anesthetize                                               Venous puncture          1:11:37               1:11:45
Puncture                                                  Venous puncture          1:11:59               1:12:35
Blood return                                              Venous puncture          1:12:33               1:12:33
Drop probe                                              Install Guidewire          1:12:36               1:12:36
Remove syringe                                          Install Guidewire          1:12:38               1:12:40
Guidewire install                                       Install Guidewire          1:12:42               1:13:39
Remove trocar                                           Install Guidewire          1:13:42               1:13:53
Check wire in short axis                                Install Guidewire          1:13:56               1:14:16
Check wire in long axis                                 Install Guidewire          1:14:17               1:14:32
Wire in good position                                   Install Guidewire          1:14:33               1:14:33
Widen pathway                                            Install Catheter          1:14:37               1:15:04
Advance catheter                                         Install Catheter          1:15:10               1:16:29
Remove guidewire                                         Install Catheter          1:16:30               1:16:39
Check flow and reflow                                    Install Catheter          1:16:42               1:16:55
Check catheter position                                  Install Catheter          1:16:56               1:16:59
 
Repeated Activity:    Position probe                            2
 
 
                          Case 1547698148253 (Post)                               Start Time             End Time
 
                  Preparation Activities not included
Ultrasound configuration                           Ultrasound Preparation          1:01:23               1:03:05
Cover probe                                        Ultrasound Preparation          1:07:16               1:08:37
Gel in probe                                       Ultrasound Preparation          1:08:09               1:08:15
Put sterile gel                                    Ultrasound Preparation          1:08:48               1:08:52
Position probe                                     Ultrasound Preparation          1:08:55               1:09:07
Ultrasound configuration                           Ultrasound Preparation          1:09:09               1:09:16
Anatomic identification                                 Locate Structures          1:09:25               1:09:25
Anesthetize                                               Venous puncture          1:09:40               1:09:46
Compression identification                              Locate Structures          1:09:55               1:09:55
Puncture                                                  Venous puncture          1:10:17               1:13:26
Blood return                                              Venous puncture          1:13:27               1:13:29
Drop probe                                              Install Guidewire          1:13:33               1:13:33
Remove syringe                                          Install Guidewire          1:13:34               1:13:34
Guidewire install                                       Install Guidewire          1:13:36               1:14:10
Remove trocar                                           Install Guidewire          1:14:13               1:14:16
Check wire in short axis                                Install Guidewire          1:14:20               1:14:34
Check wire in long axis                                 Install Guidewire          1:14:36               1:14:54
Compression identification                              Locate Structures          1:15:39               1:15:39
Anatomic identification                                 Locate Structures          1:15:40               1:15:40
Puncture                                                  Venous puncture          1:15:49               1:15:49
Blood return                                              Venous puncture          1:16:08               1:16:08
Drop probe                                              Install Guidewire          1:16:12               1:16:12
Remove syringe                                          Install Guidewire          1:16:13               1:16:14
Guidewire install                                       Install Guidewire          1:16:17               1:16:57
Remove trocar                                           Install Guidewire          1:17:01               1:17:04
Check wire in short axis                                Install Guidewire          1:17:07               1:17:13
Check wire in long axis                                 Install Guidewire          1:17:14               1:17:47
Widen pathway                                            Install Catheter          1:18:28               1:18:45
Advance catheter                                         Install Catheter          1:18:49               1:19:52
Remove guidewire                                         Install Catheter          1:19:54               1:20:27
